feature,method,score,leak_risk
CEO_David Cordani,Pearson,0.0162,Low
Website_https://www.brighthealthcare.com,Pearson,0.0162,Low
city_Fort Worth,Pearson,0.0162,Low
CEO_G. Mike Mikan,Pearson,0.0162,Low
prev_rank_13.0,Pearson,0.0162,Low
Website_https://www.cigna.com,Pearson,0.0162,Low
Ticker_CI,Pearson,0.0162,Low
Ticker_BHG,Pearson,0.0162,Low
city_Bloomfield,Pearson,0.0162,Low
company_Bright Health Group,Pearson,0.0162,Low
city_Greenwich,Pearson,0.0162,Low
company_Cigna,Pearson,0.0162,Low
city_Allentown,Pearson,0.0161,Low
CEO_Toby Z. Rice,Pearson,0.016,Low
company_EQT,Pearson,0.016,Low
state_IN,Pearson,0.016,Low
city_Reno,Pearson,0.016,Low
Website_https://www.eqt.com,Pearson,0.016,Low
Ticker_EQT,Pearson,0.016,Low
city_Lincolnshire,Pearson,0.0156,Low
city_Scottsdale,Pearson,0.0156,Low
city_Richmond,Pearson,0.0156,Low
CEO_Rajesh Subramaniam,Pearson,0.0155,Low
Website_www.fedex.com,Pearson,0.0155,Low
prev_rank_45.0,Pearson,0.0155,Low
company_FedEx,Pearson,0.0155,Low
Ticker_FDX,Pearson,0.0155,Low
Website_https://www.caesars.com,Pearson,0.0154,Low
company_Caesars Entertainment,Pearson,0.0154,Low
Ticker_CZR,Pearson,0.0154,Low
CEO_Thomas R. Reeg,Pearson,0.0154,Low
Website_https://www.lyft.com,Pearson,0.0153,Low
CEO_Logan Green,Pearson,0.0153,Low
Ticker_LYFT,Pearson,0.0153,Low
company_Lyft,Pearson,0.0153,Low
state_VA,Pearson,0.0152,Low
Website_https://www.sands.com,Pearson,0.0151,Low
city_Midland,Pearson,0.0151,Low
Ticker_LVS,Pearson,0.0151,Low
company_Las Vegas Sands,Pearson,0.0151,Low
CEO_Robert G. Goldstein,Pearson,0.0151,Low
Ticker_TWLO,Pearson,0.015,Low
Website_https://www.twilio.com,Pearson,0.015,Low
CEO_Jeff Lawson,Pearson,0.015,Low
Website_www.netflix.com,Pearson,0.015,Low
city_Los Gatos,Pearson,0.015,Low
CEO_Ted Sarandos/Reed Hastings,Pearson,0.015,Low
city_Camp Hill,Pearson,0.015,Low
Ticker_NFLX,Pearson,0.015,Low
prev_rank_115.0,Pearson,0.015,Low
company_Twilio,Pearson,0.015,Low
company_Netflix,Pearson,0.015,Low
state_SC,Pearson,0.0149,Low
city_Columbus,Pearson,0.0149,Low
city_Hudson,Pearson,0.0147,Low
state_NH,Pearson,0.0146,Low
city_Elkhart,Pearson,0.0146,Low
city_El Segundo,Pearson,0.0145,Low
city_The Woodlands,Pearson,0.0145,Low
city_Issaquah,Pearson,0.0144,Low
company_Costco Wholesale,Pearson,0.0144,Low
CEO_W. Craig Jelinek,Pearson,0.0144,Low
Ticker_COST,Pearson,0.0144,Low
state_IA,Pearson,0.0144,Low
prev_rank_12.0,Pearson,0.0144,Low
Website_www.costco.com,Pearson,0.0144,Low
city_Cincinnati,Pearson,0.0143,Low
city_Foothill Ranch,Pearson,0.0143,Low
city_Bannockburn,Pearson,0.0142,Low
Website_https://www.wynnresorts.com,Pearson,0.0141,Low
Ticker_WYNN,Pearson,0.0141,Low
company_Wynn Resorts,Pearson,0.0141,Low
CEO_Craig S. Billings,Pearson,0.0141,Low
city_Oak Brook,Pearson,0.0141,Low
state_LA,Pearson,0.014,Low
city_Milwaukee,Pearson,0.0139,Low
Ticker_LYV,Pearson,0.0136,Low
CEO_Michael Rapino,Pearson,0.0136,Low
Website_https://www.livenationentertainment.com,Pearson,0.0136,Low
city_Maumee,Pearson,0.0136,Low
Ticker_OPEN,Pearson,0.0136,Low
CEO_Eric Wu,Pearson,0.0136,Low
company_Live Nation Entertainment,Pearson,0.0136,Low
company_Opendoor Technologies,Pearson,0.0136,Low
Website_https://www.opendoor.com,Pearson,0.0136,Low
CEO_Shantanu Narayen,Pearson,0.0135,Low
Ticker_NGL,Pearson,0.0135,Low
prev_rank_234.0,Pearson,0.0135,Low
Website_https://www.nglenergypartners.com,Pearson,0.0135,Low
prev_rank_318.0,Pearson,0.0135,Low
city_Carlsbad,Pearson,0.0135,Low
CEO_H. Michael Krimbill,Pearson,0.0135,Low
Website_https://www.adobe.com,Pearson,0.0135,Low
Ticker_PEG,Pearson,0.0135,Low
CEO_Ralph A. LaRossa,Pearson,0.0135,Low
state_NC,Pearson,0.0135,Low
city_Tysons,Pearson,0.0135,Low
company_NGL Energy Partners,Pearson,0.0135,Low
Website_https://www.pseg.com,Pearson,0.0135,Low
Ticker_ADBE,Pearson,0.0135,Low
company_Public Service Enterprise Group,Pearson,0.0135,Low
company_Adobe,Pearson,0.0135,Low
city_Hunt Valley,Pearson,0.0134,Low
city_Herndon,Pearson,0.0133,Low
city_Irvine,Pearson,0.0132,Low
city_Henderson,Pearson,0.0132,Low
CEO_Timothy J. Donahue,Pearson,0.0131,Low
prev_rank_269.0,Pearson,0.0131,Low
company_Crown Holdings,Pearson,0.0131,Low
city_Yardley,Pearson,0.0131,Low
Website_https://www.crowncork.com,Pearson,0.0131,Low
city_Sunnyvale,Pearson,0.0131,Low
city_Franklin,Pearson,0.0131,Low
Ticker_CCK,Pearson,0.0131,Low
Website_https://www.spiritaero.com,Pearson,0.013,Low
CEO_Thomas C. Gentile III,Pearson,0.013,Low
city_Raleigh,Pearson,0.013,Low
Ticker_SPR,Pearson,0.013,Low
city_Wichita,Pearson,0.013,Low
company_Spirit AeroSystems Holdings,Pearson,0.013,Low
state_AR,Pearson,0.013,Low
company_Icahn Enterprises,Pearson,0.0129,Low
Website_https://www.zillowgroup.com,Pearson,0.0129,Low
CEO_Richard N. Barton,Pearson,0.0129,Low
prev_rank_453.0,Pearson,0.0129,Low
Website_https://www.ielp.com,Pearson,0.0129,Low
Ticker_ZG,Pearson,0.0129,Low
CEO_David Willetts,Pearson,0.0129,Low
company_Zillow Group,Pearson,0.0129,Low
Ticker_IEP,Pearson,0.0129,Low
city_Sunny Isles Beach,Pearson,0.0129,Low
CEO_Dara Khosrowshahi,Pearson,0.0128,Low
city_Carmel,Pearson,0.0128,Low
Ticker_COMP,Pearson,0.0128,Low
Website_https://www.compass.com,Pearson,0.0128,Low
prev_rank_281.0,Pearson,0.0128,Low
CEO_Nikesh Arora,Pearson,0.0128,Low
company_Uber Technologies,Pearson,0.0128,Low
city_Duluth,Pearson,0.0128,Low
company_Palo Alto Networks,Pearson,0.0128,Low
Website_https://www.paloaltonetworks.com,Pearson,0.0128,Low
CEO_Robert L. Reffkin,Pearson,0.0128,Low
Ticker_UBER,Pearson,0.0128,Low
Website_https://www.uber.com,Pearson,0.0128,Low
Ticker_PANW,Pearson,0.0128,Low
company_Compass,Pearson,0.0128,Low
company_KKR,Pearson,0.0127,Low
company_Charter Communications,Pearson,0.0127,Low
CEO_Joseph Y. Bae/Scott C. Nuttall,Pearson,0.0127,Low
prev_rank_316.0,Pearson,0.0127,Low
city_Greenfield,Pearson,0.0127,Low
city_Grand Rapids,Pearson,0.0127,Low
Ticker_CHTR,Pearson,0.0127,Low
Ticker_EOG,Pearson,0.0127,Low
Ticker_ELAN,Pearson,0.0127,Low
Website_www.charter.com,Pearson,0.0127,Low
company_Spirit Airlines,Pearson,0.0127,Low
company_EOG Resources,Pearson,0.0127,Low
city_Reston,Pearson,0.0127,Low
Website_https://www.snap.com,Pearson,0.0127,Low
Website_https://www.spirit.com,Pearson,0.0127,Low
prev_rank_285.0,Pearson,0.0127,Low
CEO_Thomas M. Rutledge,Pearson,0.0127,Low
company_Elanco Animal Health,Pearson,0.0127,Low
Website_https://www.elanco.com,Pearson,0.0127,Low
Ticker_KKR,Pearson,0.0127,Low
Ticker_SAVE,Pearson,0.0127,Low
Ticker_SNAP,Pearson,0.0127,Low
CEO_Edward M. Christie III,Pearson,0.0127,Low
company_Snap,Pearson,0.0127,Low
Website_https://www.kkr.com,Pearson,0.0127,Low
city_Miramar,Pearson,0.0127,Low
CEO_Jeffrey N. Simmons,Pearson,0.0127,Low
prev_rank_64.0,Pearson,0.0127,Low
CEO_Evan Spiegel,Pearson,0.0127,Low
Website_https://www.eogresources.com,Pearson,0.0127,Low
CEO_Ezra Y. Yacob,Pearson,0.0127,Low
city_Englewood,Pearson,0.0126,Low
CEO_Charles L. Treadway,Pearson,0.0126,Low
Website_https://www.xerox.com,Pearson,0.0126,Low
Ticker_COMM,Pearson,0.0126,Low
CEO_Tony Xu,Pearson,0.0126,Low
company_CommScope Holding,Pearson,0.0126,Low
Website_https://https://ir.doordash.com,Pearson,0.0126,Low
Ticker_XRX,Pearson,0.0126,Low
CEO_Steve Bandrowczak,Pearson,0.0126,Low
Ticker_EPD,Pearson,0.0126,Low
CEO_A. James Teague/W. Randall Fowler,Pearson,0.0126,Low
Website_https://www.commscope.com,Pearson,0.0126,Low
Website_www.enterpriseproducts.com,Pearson,0.0126,Low
prev_rank_415.0,Pearson,0.0126,Low
company_Enterprise Products Partners,Pearson,0.0126,Low
company_Xerox Holdings,Pearson,0.0126,Low
Ticker_DASH,Pearson,0.0126,Low
prev_rank_105.0,Pearson,0.0126,Low
prev_rank_356.0,Pearson,0.0126,Low
company_DoorDash,Pearson,0.0126,Low
city_Hickory,Pearson,0.0126,Low
CEO_David E. Constable,Pearson,0.0125,Low
prev_rank_244.0,Pearson,0.0125,Low
company_Fluor,Pearson,0.0125,Low
company_Clear Channel Outdoor Holdings,Pearson,0.0125,Low
Website_https://www.fluor.com,Pearson,0.0125,Low
prev_rank_196.0,Pearson,0.0125,Low
city_Fort Lauderdale,Pearson,0.0125,Low
Website_https://www.equitableholdings.com,Pearson,0.0125,Low
Ticker_CCO,Pearson,0.0125,Low
Ticker_EQH,Pearson,0.0125,Low
Website_https://www.clearchanneloutdoor.com,Pearson,0.0125,Low
CEO_Scott R. Wells,Pearson,0.0125,Low
company_Equitable Holdings,Pearson,0.0125,Low
CEO_Mark Pearson,Pearson,0.0125,Low
Ticker_FLR,Pearson,0.0125,Low
company_Sinclair Broadcast Group,Pearson,0.0124,Low
CEO_Christopher S. Ripley,Pearson,0.0124,Low
city_Tulsa,Pearson,0.0124,Low
CEO_Matthew J. Murphy,Pearson,0.0124,Low
city_Lake Forest,Pearson,0.0124,Low
Website_https://www.aes.com,Pearson,0.0124,Low
Ticker_AES,Pearson,0.0124,Low
CEO_Andrés R. Gluski,Pearson,0.0124,Low
Website_https://www.sbgi.net,Pearson,0.0124,Low
Ticker_SBGI,Pearson,0.0124,Low
Ticker_MRVL,Pearson,0.0124,Low
Website_https://www.marvell.com,Pearson,0.0124,Low
company_AES,Pearson,0.0124,Low
company_Marvell Technology,Pearson,0.0124,Low
prev_rank_313.0,Pearson,0.0124,Low
Ticker_ARNC,Pearson,0.0123,Low
Website_https://www.arconic.com,Pearson,0.0123,Low
CEO_Timothy D. Myers,Pearson,0.0123,Low
prev_rank_476.0,Pearson,0.0123,Low
company_Arconic,Pearson,0.0123,Low
Ticker_VRM,Pearson,0.0122,Low
state_ME,Pearson,0.0122,Low
city_Billerica,Pearson,0.0122,Low
company_GameStop,Pearson,0.0122,Low
Website_https://www.gamestop.com,Pearson,0.0122,Low
city_Grapevine,Pearson,0.0122,Low
company_Vroom,Pearson,0.0122,Low
Ticker_GME,Pearson,0.0122,Low
CEO_Matthew Furlong,Pearson,0.0122,Low
CEO_Thomas H. Shortt,Pearson,0.0122,Low
Website_https://www.vroom.com,Pearson,0.0122,Low
Ticker_ABNB,Pearson,0.0121,Low
Ticker_PARA,Pearson,0.0121,Low
company_Paramount Global,Pearson,0.0121,Low
CEO_Brian Chesky,Pearson,0.0121,Low
Website_www.paramount.com,Pearson,0.0121,Low
CEO_Robert M. Bakish,Pearson,0.0121,Low
Website_https://www.airbnb.com,Pearson,0.0121,Low
company_Airbnb,Pearson,0.0121,Low
prev_rank_109.0,Pearson,0.0121,Low
city_Delaware,Pearson,0.012,Low
Ticker_ADT,Pearson,0.012,Low
Website_https://www.adt.com,Pearson,0.012,Low
CEO_James D. DeVries,Pearson,0.012,Low
company_ADT,Pearson,0.012,Low
city_Southfield,Pearson,0.012,Low
company_Cooper-Standard Holdings,Pearson,0.0119,Low
CEO_Jeffrey S. Edwards,Pearson,0.0119,Low
city_Northville,Pearson,0.0119,Low
Ticker_CPS,Pearson,0.0119,Low
Website_https://www.cooperstandard.com,Pearson,0.0119,Low
state_NJ,Pearson,0.0119,Low
company_Endeavor Group Holdings,Pearson,0.0118,Low
Ticker_EDR,Pearson,0.0118,Low
state_KY,Pearson,0.0118,Low
CEO_Ariel Emanuel,Pearson,0.0118,Low
city_Pasadena,Pearson,0.0118,Low
city_Long Island City,Pearson,0.0118,Low
Website_https://www.endeavorco.com,Pearson,0.0118,Low
city_Melville,Pearson,0.0117,Low
city_Northbrook,Pearson,0.0117,Low
city_Davidson,Pearson,0.0117,Low
city_Phoenix,Pearson,0.0117,Low
CEO_David W. Grzebinski,Pearson,0.0116,Low
Ticker_LEN,Pearson,0.0116,Low
Ticker_KEX,Pearson,0.0116,Low
company_NOV,Pearson,0.0116,Low
CEO_Stephen P. Mawer,Pearson,0.0116,Low
Ticker_CLMT,Pearson,0.0116,Low
Ticker_NOV,Pearson,0.0116,Low
company_Lennar,Pearson,0.0116,Low
Website_https://www.kirbycorp.com,Pearson,0.0116,Low
prev_rank_129.0,Pearson,0.0116,Low
Website_https://www.nov.com,Pearson,0.0116,Low
CEO_Clay C. Williams,Pearson,0.0116,Low
company_Calumet Specialty Products Partners,Pearson,0.0116,Low
CEO_Jonathan M. Jaffe/Richard Beckwitt,Pearson,0.0116,Low
company_Kirby,Pearson,0.0116,Low
Website_https://www.lennar.com,Pearson,0.0116,Low
Website_https://www.calumetspecialty.com,Pearson,0.0116,Low
city_Cleveland,Pearson,0.0115,Low
Ticker_RXT,Pearson,0.0114,Low
company_Rackspace Technology,Pearson,0.0114,Low
city_Daytona Beach,Pearson,0.0114,Low
company_Baker Hughes,Pearson,0.0114,Low
Ticker_BKR,Pearson,0.0114,Low
Website_https://www.rackspace.com,Pearson,0.0114,Low
prev_rank_140.0,Pearson,0.0114,Low
Website_https://www.bakerhughes.com,Pearson,0.0114,Low
prev_rank_312.0,Pearson,0.0114,Low
CEO_Gerry P. Smith,Pearson,0.0114,Low
company_Hyatt Hotels,Pearson,0.0114,Low
Website_https://www.officedepot.com,Pearson,0.0114,Low
Ticker_H,Pearson,0.0114,Low
state_OK,Pearson,0.0114,Low
CEO_Lorenzo Simonelli,Pearson,0.0114,Low
city_Greensboro,Pearson,0.0114,Low
Ticker_ODP,Pearson,0.0114,Low
CEO_Amar Maletira,Pearson,0.0114,Low
Website_https://www.hyatt.com,Pearson,0.0114,Low
company_ODP,Pearson,0.0114,Low
CEO_Mark S. Hoplamazian,Pearson,0.0114,Low
Ticker_COTY,Pearson,0.0113,Low
Website_https://www.delekus.com,Pearson,0.0113,Low
CEO_Sue Y. Nabi,Pearson,0.0113,Low
company_Delek US Holdings,Pearson,0.0113,Low
company_Peloton Interactive,Pearson,0.0113,Low
Ticker_AR,Pearson,0.0113,Low
Ticker_PTON,Pearson,0.0113,Low
CEO_Avigal Soreq,Pearson,0.0113,Low
Website_https://www.onepeloton.com,Pearson,0.0113,Low
CEO_Paul M. Rady,Pearson,0.0113,Low
company_Antero Resources,Pearson,0.0113,Low
Website_https://www.coty.com,Pearson,0.0113,Low
city_Durham,Pearson,0.0113,Low
prev_rank_397.0,Pearson,0.0113,Low
company_Coty,Pearson,0.0113,Low
Ticker_DK,Pearson,0.0113,Low
CEO_Barry McCarthy,Pearson,0.0113,Low
Website_https://www.anteroresources.com,Pearson,0.0113,Low
company_Hyster-Yale Materials Handling,Pearson,0.0112,Low
Ticker_HY,Pearson,0.0112,Low
CEO_Jesse E. Gary,Pearson,0.0112,Low
PC2,Pearson,0.0112,Low
company_Liberty Energy,Pearson,0.0112,Low
Website_https://www.hyster-yale.com,Pearson,0.0112,Low
company_Century Aluminum,Pearson,0.0112,Low
CEO_Robin Hayes,Pearson,0.0112,Low
Website_https://www.libertyfrac.com,Pearson,0.0112,Low
Ticker_CENX,Pearson,0.0112,Low
Website_https://www.centuryaluminum.com,Pearson,0.0112,Low
Website_https://www.jetblue.com,Pearson,0.0112,Low
CEO_Christopher A. Wright,Pearson,0.0112,Low
CEO_Alfred M. Rankin Jr.,Pearson,0.0112,Low
city_Auburn Hills,Pearson,0.0112,Low
company_JetBlue Airways,Pearson,0.0112,Low
Ticker_LBRT,Pearson,0.0112,Low
Ticker_JBLU,Pearson,0.0112,Low
CEO_Sue Gove,Pearson,0.0111,Low
Website_https://www.bedbathandbeyond.com,Pearson,0.0111,Low
company_DXC Technology,Pearson,0.0111,Low
city_Medina,Pearson,0.0111,Low
Website_https://www.iheartmedia.com,Pearson,0.0111,Low
company_Aflac,Pearson,0.0111,Low
city_Madison,Pearson,0.0111,Low
Ticker_DXC,Pearson,0.0111,Low
CEO_Robert W. Pittman,Pearson,0.0111,Low
Website_https://www.aflac.com,Pearson,0.0111,Low
CEO_Daniel P. Amos,Pearson,0.0111,Low
CEO_Grant E. Sims,Pearson,0.0111,Low
Website_https://www.genesisenergy.com,Pearson,0.0111,Low
prev_rank_152.0,Pearson,0.0111,Low
Website_https://www.dxc.technology,Pearson,0.0111,Low
Ticker_AFL,Pearson,0.0111,Low
prev_rank_280.0,Pearson,0.0111,Low
Ticker_BBBY,Pearson,0.0111,Low
city_Union,Pearson,0.0111,Low
prev_rank_131.0,Pearson,0.0111,Low
Ticker_IHRT,Pearson,0.0111,Low
company_Bed Bath & Beyond,Pearson,0.0111,Low
CEO_Michael J. Salvino,Pearson,0.0111,Low
company_Genesis Energy,Pearson,0.0111,Low
company_iHeartMedia,Pearson,0.0111,Low
Ticker_GEL,Pearson,0.0111,Low
company_Pure Storage,Pearson,0.011,Low
company_Gannett,Pearson,0.011,Low
Website_https://www.purestorage.com,Pearson,0.011,Low
company_Freeport-McMoRan,Pearson,0.011,Low
Ticker_W,Pearson,0.011,Low
CEO_Niraj S. Shah,Pearson,0.011,Low
CEO_Michael E. Reed,Pearson,0.011,Low
CEO_Ernest C. Garcia III,Pearson,0.011,Low
Website_https://www.carvana.com,Pearson,0.011,Low
CEO_Richard C. Adkerson,Pearson,0.011,Low
CEO_Charles H. Giancarlo,Pearson,0.011,Low
company_Carvana,Pearson,0.011,Low
Ticker_GCI,Pearson,0.011,Low
Website_https://www.fcx.com,Pearson,0.011,Low
prev_rank_483.0,Pearson,0.011,Low
company_Wayfair,Pearson,0.011,Low
prev_rank_215.0,Pearson,0.011,Low
prev_rank_217.0,Pearson,0.011,Low
city_Lexington,Pearson,0.011,Low
Website_https://www.wayfair.com,Pearson,0.011,Low
Ticker_CVNA,Pearson,0.011,Low
city_Philadelphia,Pearson,0.011,Low
Ticker_FCX,Pearson,0.011,Low
Website_https://www.gannett.com,Pearson,0.011,Low
Ticker_PSTG,Pearson,0.011,Low
prev_rank_108.0,Pearson,0.0109,Low
Ticker_BHF,Pearson,0.0109,Low
prev_rank_353.0,Pearson,0.0109,Low
company_Kemper,Pearson,0.0109,Low
Website_https://www.myyellow.com,Pearson,0.0109,Low
Website_www.mondelezinternational.com,Pearson,0.0109,Low
Website_https://www.ralphlauren.com,Pearson,0.0109,Low
CEO_Patrice Louvet,Pearson,0.0109,Low
Ticker_KMPR,Pearson,0.0109,Low
Website_https://www.brighthousefinancial.com,Pearson,0.0109,Low
CEO_Darren D. Hawkins,Pearson,0.0109,Low
Ticker_YELL,Pearson,0.0109,Low
company_Ralph Lauren,Pearson,0.0109,Low
company_Yellow,Pearson,0.0109,Low
Ticker_MDLZ,Pearson,0.0109,Low
Website_https://www.kemper.com,Pearson,0.0109,Low
CEO_Joseph P. Lacher Jr.,Pearson,0.0109,Low
Ticker_RL,Pearson,0.0109,Low
company_Brighthouse Financial,Pearson,0.0109,Low
CEO_Eric T. Steigerwalt,Pearson,0.0109,Low
company_Mondelez International,Pearson,0.0109,Low
CEO_Dirk Van de Put,Pearson,0.0109,Low
CEO_R. Howard Coker,Pearson,0.0108,Low
city_Wilmington,Pearson,0.0108,Low
Website_https://www.riteaid.com,Pearson,0.0108,Low
prev_rank_160.0,Pearson,0.0108,Low
Ticker_RAD,Pearson,0.0108,Low
company_Sonoco Products,Pearson,0.0108,Low
prev_rank_132.0,Pearson,0.0108,Low
Ticker_ARMK,Pearson,0.0108,Low
company_PG&E,Pearson,0.0108,Low
Website_https://www.pgecorp.com,Pearson,0.0108,Low
company_Rite Aid,Pearson,0.0108,Low
city_Hartsville,Pearson,0.0108,Low
Website_https://www.aramark.com,Pearson,0.0108,Low
prev_rank_235.0,Pearson,0.0108,Low
CEO_John J. Zillmer,Pearson,0.0108,Low
Ticker_SON,Pearson,0.0108,Low
company_Brookdale Senior Living,Pearson,0.0108,Low
Ticker_BKD,Pearson,0.0108,Low
CEO_Patricia K. Poppe,Pearson,0.0108,Low
CEO_Heyward Donigan,Pearson,0.0108,Low
CEO_Lucinda M. Baier,Pearson,0.0108,Low
company_Aramark,Pearson,0.0108,Low
Website_https://www.sonoco.com,Pearson,0.0108,Low
Ticker_PCG,Pearson,0.0108,Low
Website_https://www.brookdale.com,Pearson,0.0108,Low
city_Eden Prairie,Pearson,0.0107,Low
Website_https://www.parpacific.com,Pearson,0.0107,Low
Website_https://www.bio-rad.com,Pearson,0.0107,Low
Ticker_GPRE,Pearson,0.0107,Low
Ticker_SRLP,Pearson,0.0107,Low
Website_https://www.dieboldnixdorf.com,Pearson,0.0107,Low
Website_https://www.dnb.com,Pearson,0.0107,Low
Website_https://www.docusign.com,Pearson,0.0107,Low
company_Murphy Oil,Pearson,0.0107,Low
CEO_Allan C. Thygesen,Pearson,0.0107,Low
company_Bio-Rad Laboratories,Pearson,0.0107,Low
Ticker_SGRY,Pearson,0.0107,Low
prev_rank_403.0,Pearson,0.0107,Low
Website_https://www.crestwoodlp.com,Pearson,0.0107,Low
CEO_Sumit Singh,Pearson,0.0107,Low
Website_https://www.chewy.com,Pearson,0.0107,Low
company_Par Pacific Holdings,Pearson,0.0107,Low
CEO_Octavio Marquez,Pearson,0.0107,Low
company_Green Plains,Pearson,0.0107,Low
company_DocuSign,Pearson,0.0107,Low
Website_https://www.murphyoilcorp.com,Pearson,0.0107,Low
Website_https://www.spragueenergy.com,Pearson,0.0107,Low
Ticker_DOCU,Pearson,0.0107,Low
Website_https://www.gpreinc.com,Pearson,0.0107,Low
Ticker_CHWY,Pearson,0.0107,Low
company_Chewy,Pearson,0.0107,Low
Ticker_CEQP,Pearson,0.0107,Low
CEO_Robert G Phillips,Pearson,0.0107,Low
Ticker_DBD,Pearson,0.0107,Low
company_Sprague Resources,Pearson,0.0107,Low
Ticker_BIO,Pearson,0.0107,Low
city_Dania Beach,Pearson,0.0107,Low
city_Portsmouth,Pearson,0.0107,Low
Ticker_PARR,Pearson,0.0107,Low
city_Plano,Pearson,0.0107,Low
company_Surgery Partners,Pearson,0.0107,Low
Ticker_DNB,Pearson,0.0107,Low
Website_https://www.surgerypartners.com,Pearson,0.0107,Low
company_Diebold Nixdorf,Pearson,0.0107,Low
CEO_William C. Pate,Pearson,0.0107,Low
company_Crestwood Equity Partners,Pearson,0.0107,Low
Ticker_MUR,Pearson,0.0107,Low
CEO_Anthony M. Jabbour,Pearson,0.0107,Low
CEO_Todd A. Becker,Pearson,0.0107,Low
company_Dun & Bradstreet Holdings,Pearson,0.0107,Low
CEO_J. Eric Evans,Pearson,0.0107,Low
CEO_Roger W. Jenkins,Pearson,0.0107,Low
city_Hercules,Pearson,0.0107,Low
CEO_Norman D. Schwartz,Pearson,0.0107,Low
CEO_David C. Glendon,Pearson,0.0107,Low
Ticker_ALIT,Pearson,0.0106,Low
Ticker_CVET,Pearson,0.0106,Low
Website_https://www.alight.com,Pearson,0.0106,Low
CEO_Stephan D. Scholl,Pearson,0.0106,Low
company_Alight,Pearson,0.0106,Low
company_Covetrus,Pearson,0.0106,Low
Website_https://https://covetrus.com/,Pearson,0.0106,Low
CEO_Benjamin Wolin,Pearson,0.0106,Low
city_Florham Park,Pearson,0.0105,Low
state_HI,Pearson,0.0105,Low
CEO_Cindy J. Miller,Pearson,0.0105,Low
Website_https://www.synchronyfinancial.com,Pearson,0.0105,Low
Website_https://www.swn.com,Pearson,0.0105,Low
company_Southwestern Energy,Pearson,0.0105,Low
Ticker_CNDT,Pearson,0.0105,Low
Website_https://www.americold.com,Pearson,0.0105,Low
company_Conduent,Pearson,0.0105,Low
Ticker_ATI,Pearson,0.0105,Low
company_Vizio Holding,Pearson,0.0105,Low
CEO_William W. Wang,Pearson,0.0105,Low
Website_https://www.conduent.com,Pearson,0.0105,Low
Website_https://www.vizio.com,Pearson,0.0105,Low
Ticker_COLD,Pearson,0.0105,Low
CEO_Robert S. Wetherbee,Pearson,0.0105,Low
CEO_William J. Way,Pearson,0.0105,Low
CEO_Brian D. Doubles,Pearson,0.0105,Low
company_Americold Realty Trust,Pearson,0.0105,Low
Website_https://www.stericycle.com,Pearson,0.0105,Low
CEO_George F. Chappelle Jr.,Pearson,0.0105,Low
company_Synchrony Financial,Pearson,0.0105,Low
company_Stericycle,Pearson,0.0105,Low
Website_https://www.atimaterials.com,Pearson,0.0105,Low
CEO_Clifford A. Skelton,Pearson,0.0105,Low
Ticker_SYF,Pearson,0.0105,Low
Ticker_SWN,Pearson,0.0105,Low
company_ATI,Pearson,0.0105,Low
Ticker_VZIO,Pearson,0.0105,Low
Ticker_SRCL,Pearson,0.0105,Low
prev_rank_187.0,Pearson,0.0105,Low
city_Waltham,Pearson,0.0105,Low
city_Honolulu,Pearson,0.0105,Low
city_Spring,Pearson,0.0105,Low
prev_rank_125.0,Pearson,0.0104,Low
company_Starbucks,Pearson,0.0104,Low
Website_www.starbucks.com,Pearson,0.0104,Low
Website_https://www.mrcglobal.com,Pearson,0.0104,Low
CEO_Brad Weston,Pearson,0.0104,Low
company_Kaiser Aluminum,Pearson,0.0104,Low
Ticker_PRTY,Pearson,0.0104,Low
CEO_Steven T. Oakland,Pearson,0.0104,Low
CEO_James F. Risoleo,Pearson,0.0104,Low
Ticker_MRC,Pearson,0.0104,Low
city_Elmsford,Pearson,0.0104,Low
Ticker_SBUX,Pearson,0.0104,Low
CEO_Howard D. Schultz,Pearson,0.0104,Low
company_Avaya Holdings,Pearson,0.0104,Low
CEO_Keith A. Harvey,Pearson,0.0104,Low
Ticker_THS,Pearson,0.0104,Low
company_Party City Holdco,Pearson,0.0104,Low
Website_https://www.kaiseraluminum.com,Pearson,0.0104,Low
CEO_Alan Masarek,Pearson,0.0104,Low
company_Host Hotels & Resorts,Pearson,0.0104,Low
Website_https://www.avaya.com,Pearson,0.0104,Low
Ticker_KALU,Pearson,0.0104,Low
Website_https://www.partycity.com,Pearson,0.0104,Low
Website_https://www.treehousefoods.com,Pearson,0.0104,Low
company_MRC Global,Pearson,0.0104,Low
CEO_Robert J. Saltiel Jr.,Pearson,0.0104,Low
Ticker_AVYA,Pearson,0.0104,Low
Website_https://www.hosthotels.com,Pearson,0.0104,Low
company_TreeHouse Foods,Pearson,0.0104,Low
Ticker_HST,Pearson,0.0104,Low
Ticker_X,Pearson,0.0103,Low
Website_https://www.expediagroup.com,Pearson,0.0103,Low
