feature,method,score,leak_risk
Website_https://www.expeditors.com,Pearson,0.0033,Low
company_Ovintiv,Pearson,0.0033,Low
CEO_James D. Hoffman,Pearson,0.0033,Low
company_Macy's,Pearson,0.0033,Low
Ticker_AMP,Pearson,0.0033,Low
city_Boise,Pearson,0.0033,Low
CEO_James M. Cracchiolo,Pearson,0.0033,Low
CEO_Jeffrey Gennette,Pearson,0.0033,Low
CEO_Brendan M. McCracken,Pearson,0.0033,Low
prev_rank_299.0,Pearson,0.0033,Low
Ticker_M,Pearson,0.0033,Low
Ticker_EXPD,Pearson,0.0033,Low
CEO_Jeffrey Musser,Pearson,0.0033,Low
city_Bethesda,Pearson,0.0032,Low
prev_rank_220.0,Pearson,0.0032,Low
CEO_Michael H. McGarry,Pearson,0.0032,Low
CEO_Marc R. Benioff/Bret Taylor,Pearson,0.0032,Low
Website_https://www.salesforce.com,Pearson,0.0032,Low
Ticker_CRM,Pearson,0.0032,Low
Ticker_PPG,Pearson,0.0032,Low
prev_rank_137.0,Pearson,0.0032,Low
company_PPG Industries,Pearson,0.0032,Low
Website_https://www.ppg.com,Pearson,0.0032,Low
company_Salesforce,Pearson,0.0032,Low
Ticker_UGI,Pearson,0.0031,Low
CEO_Jeffrey A. Miller,Pearson,0.0031,Low
company_UGI,Pearson,0.0031,Low
CEO_Jay Bray,Pearson,0.0031,Low
company_Archer Daniels Midland,Pearson,0.0031,Low
Ticker_COOP,Pearson,0.0031,Low
CEO_Roger Perreault,Pearson,0.0031,Low
prev_rank_436.0,Pearson,0.0031,Low
Website_https://www.mrcoopergroup.com,Pearson,0.0031,Low
Ticker_HAL,Pearson,0.0031,Low
Website_www.adm.com,Pearson,0.0031,Low
prev_rank_211.0,Pearson,0.0031,Low
Website_https://www.halliburton.com,Pearson,0.0031,Low
CEO_Juan R. Luciano,Pearson,0.0031,Low
Website_https://www.ugicorp.com,Pearson,0.0031,Low
company_Mr. Cooper Group,Pearson,0.0031,Low
prev_rank_51.0,Pearson,0.0031,Low
city_Coppell,Pearson,0.0031,Low
company_Halliburton,Pearson,0.0031,Low
Ticker_ADM,Pearson,0.0031,Low
company_Illinois Tool Works,Pearson,0.003,Low
company_State Street,Pearson,0.003,Low
city_Glenview,Pearson,0.003,Low
CEO_Ronald P. O&#039;Hanley,Pearson,0.003,Low
CEO_David J. Lesar,Pearson,0.003,Low
company_Activision Blizzard,Pearson,0.003,Low
city_Oklahoma City,Pearson,0.003,Low
CEO_E. Scott Santi,Pearson,0.003,Low
city_Hershey,Pearson,0.003,Low
company_Kellogg,Pearson,0.003,Low
Website_https://www.kelloggcompany.com,Pearson,0.003,Low
CEO_Steven A. Cahillane,Pearson,0.003,Low
Ticker_ATVI,Pearson,0.003,Low
prev_rank_342.0,Pearson,0.003,Low
CEO_Robert A. Kotick,Pearson,0.003,Low
Ticker_CNP,Pearson,0.003,Low
Website_https://www.firstrepublic.com,Pearson,0.003,Low
Website_https://www.itw.com,Pearson,0.003,Low
Website_https://www.centerpointenergy.com,Pearson,0.003,Low
Ticker_HSY,Pearson,0.003,Low
company_First Republic Bank,Pearson,0.003,Low
prev_rank_222.0,Pearson,0.003,Low
Website_https://www.activisionblizzard.com,Pearson,0.003,Low
Website_https://www.statestreet.com,Pearson,0.003,Low
company_CenterPoint Energy,Pearson,0.003,Low
CEO_Michele G. Buck,Pearson,0.003,Low
CEO_Michael J. Roffler,Pearson,0.003,Low
prev_rank_373.0,Pearson,0.003,Low
prev_rank_370.0,Pearson,0.003,Low
Ticker_STT,Pearson,0.003,Low
prev_rank_252.0,Pearson,0.003,Low
Website_https://www.thehersheycompany.com,Pearson,0.003,Low
city_Battle Creek,Pearson,0.003,Low
Ticker_FRC,Pearson,0.003,Low
company_Hershey,Pearson,0.003,Low
Ticker_K,Pearson,0.003,Low
prev_rank_240.0,Pearson,0.003,Low
Ticker_ITW,Pearson,0.003,Low
Ticker_EW,Pearson,0.0029,Low
Website_https://www.edwards.com,Pearson,0.0029,Low
Ticker_OKE,Pearson,0.0029,Low
company_Edwards Lifesciences,Pearson,0.0029,Low
company_Oneok,Pearson,0.0029,Low
CEO_Pierce H. Norton II,Pearson,0.0029,Low
Website_https://www.oneok.com,Pearson,0.0029,Low
CEO_Liam K. Griffin,Pearson,0.0029,Low
Ticker_SWKS,Pearson,0.0029,Low
CEO_Michael A. Mussallem,Pearson,0.0029,Low
Website_https://www.skyworksinc.com,Pearson,0.0029,Low
company_Skyworks Solutions,Pearson,0.0029,Low
prev_rank_351.0,Pearson,0.0029,Low
Website_https://www.williams.com,Pearson,0.0028,Low
company_Dick's Sporting Goods,Pearson,0.0028,Low
"sector_Food, Beverages & Tobacco",Pearson,0.0028,Low
Ticker_WMB,Pearson,0.0028,Low
CEO_Lauren R. Hobart,Pearson,0.0028,Low
city_Springfield,Pearson,0.0028,Low
prev_rank_379.0,Pearson,0.0028,Low
CEO_Alan S. Armstrong,Pearson,0.0028,Low
Website_https://www.dickssportinggoods.com,Pearson,0.0028,Low
prev_rank_320.0,Pearson,0.0028,Low
Ticker_DKS,Pearson,0.0028,Low
city_Coraopolis,Pearson,0.0028,Low
company_Williams,Pearson,0.0028,Low
Website_www.amerisourcebergen.com,Pearson,0.0027,Low
prev_rank_443.0,Pearson,0.0027,Low
Website_https://www.oldrepublic.com,Pearson,0.0027,Low
company_CME Group,Pearson,0.0027,Low
Website_https://www.northerntrust.com,Pearson,0.0027,Low
CEO_Michael G. O&#039;Grady,Pearson,0.0027,Low
CEO_Terrence A. Duffy,Pearson,0.0027,Low
prev_rank_401.0,Pearson,0.0027,Low
Ticker_ABC,Pearson,0.0027,Low
Ticker_CME,Pearson,0.0027,Low
Ticker_NTRS,Pearson,0.0027,Low
CEO_Craig R. Smiddy,Pearson,0.0027,Low
company_AmerisourceBergen,Pearson,0.0027,Low
CEO_Steven H. Collis,Pearson,0.0027,Low
Website_https://www.cmegroup.com,Pearson,0.0027,Low
Ticker_ORI,Pearson,0.0027,Low
company_Old Republic International,Pearson,0.0027,Low
prev_rank_8.0,Pearson,0.0027,Low
company_Northern Trust,Pearson,0.0027,Low
city_Conshohocken,Pearson,0.0027,Low
Website_https://www.key.com,Pearson,0.0026,Low
prev_rank_396.0,Pearson,0.0026,Low
Website_https://www.biogen.com,Pearson,0.0026,Low
CEO_Devin W. Stockfish,Pearson,0.0026,Low
Ticker_WY,Pearson,0.0026,Low
city_Baltimore,Pearson,0.0026,Low
company_KeyCorp,Pearson,0.0026,Low
Ticker_BIIB,Pearson,0.0026,Low
Ticker_KEY,Pearson,0.0026,Low
company_Biogen,Pearson,0.0026,Low
prev_rank_387.0,Pearson,0.0026,Low
company_Weyerhaeuser,Pearson,0.0026,Low
CEO_Michel Vounatsos,Pearson,0.0026,Low
Website_https://www.weyerhaeuser.com,Pearson,0.0026,Low
CEO_Christopher M. Gorman,Pearson,0.0026,Low
prev_rank_228.0,Pearson,0.0026,Low
Ticker_YUM,Pearson,0.0025,Low
Ticker_ADP,Pearson,0.0025,Low
Website_https://www.yum.com,Pearson,0.0025,Low
Website_https://www.loews.com,Pearson,0.0025,Low
prev_rank_349.0,Pearson,0.0025,Low
city_Irving,Pearson,0.0025,Low
Ticker_APH,Pearson,0.0025,Low
CEO_David W. Gibbs,Pearson,0.0025,Low
city_St. Paul,Pearson,0.0025,Low
CEO_Carlos A. Rodriguez,Pearson,0.0025,Low
city_Roseland,Pearson,0.0025,Low
city_Wallingford,Pearson,0.0025,Low
company_Loews,Pearson,0.0025,Low
prev_rank_239.0,Pearson,0.0025,Low
Website_https://www.amphenol.com,Pearson,0.0025,Low
CEO_R. Adam Norwitt,Pearson,0.0025,Low
company_Automatic Data Processing,Pearson,0.0025,Low
CEO_James S. Tisch,Pearson,0.0025,Low
company_Amphenol,Pearson,0.0025,Low
Ticker_L,Pearson,0.0025,Low
prev_rank_478.0,Pearson,0.0025,Low
Website_https://www.adp.com,Pearson,0.0025,Low
prev_rank_208.0,Pearson,0.0025,Low
company_Yum Brands,Pearson,0.0025,Low
Ticker_AMT,Pearson,0.0024,Low
state_RI,Pearson,0.0024,Low
CEO_Robert C. Frenzel,Pearson,0.0024,Low
company_Xcel Energy,Pearson,0.0024,Low
Website_www.allstate.com,Pearson,0.0024,Low
company_Allstate,Pearson,0.0024,Low
Ticker_XEL,Pearson,0.0024,Low
Website_https://www.xcelenergy.com,Pearson,0.0024,Low
company_American Tower,Pearson,0.0024,Low
prev_rank_272.0,Pearson,0.0024,Low
prev_rank_375.0,Pearson,0.0024,Low
prev_rank_70.0,Pearson,0.0024,Low
Ticker_ALL,Pearson,0.0024,Low
Website_https://www.americantower.com,Pearson,0.0024,Low
CEO_Thomas J. Wilson,Pearson,0.0024,Low
CEO_Thomas A. Bartlett,Pearson,0.0024,Low
CEO_James C. O&#039;Rourke,Pearson,0.0023,Low
Ticker_MOS,Pearson,0.0023,Low
prev_rank_346.0,Pearson,0.0023,Low
company_Mosaic,Pearson,0.0023,Low
Website_https://www.mosaicco.com,Pearson,0.0023,Low
prev_rank_16.0,Pearson,0.0022,Low
company_Walgreens Boots Alliance,Pearson,0.0022,Low
Website_www.walgreensbootsalliance.com,Pearson,0.0022,Low
CEO_Roz Brewer,Pearson,0.0022,Low
Ticker_WBA,Pearson,0.0022,Low
Ticker_CLR,Pearson,0.0021,Low
Website_https://www.regions.com,Pearson,0.0021,Low
CEO_Richard Handler,Pearson,0.0021,Low
Website_https://www.clr.com,Pearson,0.0021,Low
company_Jefferies Financial Group,Pearson,0.0021,Low
CEO_William B. Berry,Pearson,0.0021,Low
CEO_W. Rodney McMullen,Pearson,0.0021,Low
Website_https://www.jefferies.com,Pearson,0.0021,Low
company_Kroger,Pearson,0.0021,Low
company_Continental Resources,Pearson,0.0021,Low
prev_rank_434.0,Pearson,0.0021,Low
CEO_David L. Gitlin,Pearson,0.0021,Low
prev_rank_171.0,Pearson,0.0021,Low
Ticker_JEF,Pearson,0.0021,Low
Ticker_KR,Pearson,0.0021,Low
company_Carrier Global,Pearson,0.0021,Low
prev_rank_419.0,Pearson,0.0021,Low
Ticker_RF,Pearson,0.0021,Low
CEO_John M. Turner Jr.,Pearson,0.0021,Low
Ticker_CARR,Pearson,0.0021,Low
Website_www.thekrogerco.com,Pearson,0.0021,Low
Website_https://www.corporate.carrier.com,Pearson,0.0021,Low
prev_rank_17.0,Pearson,0.0021,Low
company_Regions Financial,Pearson,0.0021,Low
company_American Electric Power,Pearson,0.002,Low
company_Stanley Black & Decker,Pearson,0.002,Low
prev_rank_204.0,Pearson,0.002,Low
prev_rank_209.0,Pearson,0.002,Low
Website_https://www.aep.com,Pearson,0.002,Low
Website_https://www.stanleyblackanddecker.com,Pearson,0.002,Low
CEO_Donald Allan Jr.,Pearson,0.002,Low
Ticker_SWK,Pearson,0.002,Low
CEO_Nicholas K. Akins,Pearson,0.002,Low
city_New Britain,Pearson,0.002,Low
Ticker_AEP,Pearson,0.002,Low
Ticker_ISRG,Pearson,0.0019,Low
CEO_William F. Gifford Jr.,Pearson,0.0019,Low
company_Altria Group,Pearson,0.0019,Low
prev_rank_206.0,Pearson,0.0019,Low
CEO_Christopher M. Crane,Pearson,0.0019,Low
company_Digital Realty Trust,Pearson,0.0019,Low
Website_https://www.altria.com,Pearson,0.0019,Low
city_Des Moines,Pearson,0.0019,Low
prev_rank_138.0,Pearson,0.0019,Low
prev_rank_92.0,Pearson,0.0019,Low
company_Principal Financial,Pearson,0.0019,Low
Ticker_PFG,Pearson,0.0019,Low
company_Exelon,Pearson,0.0019,Low
Ticker_EXC,Pearson,0.0019,Low
CEO_A. William Stein,Pearson,0.0019,Low
company_Intuitive Surgical,Pearson,0.0019,Low
Website_https://www.digitalrealty.com,Pearson,0.0019,Low
Website_www.exeloncorp.com,Pearson,0.0019,Low
CEO_Gary S. Guthart,Pearson,0.0019,Low
Website_https://www.intuitive.com,Pearson,0.0019,Low
Ticker_DLR,Pearson,0.0019,Low
Website_https://www.principal.com,Pearson,0.0019,Low
Ticker_MO,Pearson,0.0019,Low
CEO_Daniel J. Houston,Pearson,0.0019,Low
city_Richfield,Pearson,0.0018,Low
prev_rank_350.0,Pearson,0.0018,Low
CEO_Barbara Rentler,Pearson,0.0018,Low
Ticker_BBY,Pearson,0.0018,Low
Website_https://www.rossstores.com,Pearson,0.0018,Low
sector_Motor Vehicles & Parts,Pearson,0.0018,Low
prev_rank_242.0,Pearson,0.0018,Low
Ticker_BLDR,Pearson,0.0018,Low
company_Best Buy,Pearson,0.0018,Low
company_Builders FirstSource,Pearson,0.0018,Low
CEO_David Flitman,Pearson,0.0018,Low
CEO_Corie S. Barry,Pearson,0.0018,Low
Ticker_ROST,Pearson,0.0018,Low
company_Ross Stores,Pearson,0.0018,Low
Website_https://www.bldr.com,Pearson,0.0018,Low
Website_www.investors.bestbuy.com,Pearson,0.0018,Low
prev_rank_66.0,Pearson,0.0018,Low
Ticker_MKL,Pearson,0.0017,Low
prev_rank_311.0,Pearson,0.0017,Low
CEO_Thomas S. Gayner/Richard R. Whitt III,Pearson,0.0017,Low
prev_rank_223.0,Pearson,0.0017,Low
company_International Paper,Pearson,0.0017,Low
Website_https://www.parker.com,Pearson,0.0017,Low
Website_https://www.markel.com,Pearson,0.0017,Low
Ticker_IP,Pearson,0.0017,Low
company_Parker-Hannifin,Pearson,0.0017,Low
CEO_Thomas L. Williams,Pearson,0.0017,Low
company_Markel,Pearson,0.0017,Low
Ticker_PH,Pearson,0.0017,Low
prev_rank_141.0,Pearson,0.0017,Low
CEO_Mark S. Sutton,Pearson,0.0017,Low
Website_https://www.internationalpaper.com,Pearson,0.0017,Low
Website_https://www.dish.com,Pearson,0.0016,Low
Ticker_DISH,Pearson,0.0016,Low
prev_rank_288.0,Pearson,0.0016,Low
company_Corteva,Pearson,0.0016,Low
company_DISH Network,Pearson,0.0016,Low
prev_rank_214.0,Pearson,0.0016,Low
Ticker_CTVA,Pearson,0.0016,Low
CEO_Michael Nolan,Pearson,0.0016,Low
CEO_Charles V. Magro,Pearson,0.0016,Low
Website_https://www.fnf.com,Pearson,0.0016,Low
Ticker_FNF,Pearson,0.0016,Low
CEO_W. Erik Carlson,Pearson,0.0016,Low
Website_https://www.corteva.com,Pearson,0.0016,Low
company_Fidelity National Financial,Pearson,0.0016,Low
prev_rank_197.0,Pearson,0.0016,Low
Ticker_WHR,Pearson,0.0015,Low
company_Southern,Pearson,0.0015,Low
state_ID,Pearson,0.0015,Low
prev_rank_154.0,Pearson,0.0015,Low
Website_https://www.annaly.com,Pearson,0.0015,Low
Ticker_KMI,Pearson,0.0015,Low
city_Benton Harbor,Pearson,0.0015,Low
CEO_Jeffery C. Owen,Pearson,0.0015,Low
Website_https://www.kindermorgan.com,Pearson,0.0015,Low
company_Annaly Capital Management,Pearson,0.0015,Low
company_Kinder Morgan,Pearson,0.0015,Low
Ticker_NLY,Pearson,0.0015,Low
company_Dollar General,Pearson,0.0015,Low
prev_rank_262.0,Pearson,0.0015,Low
Ticker_DG,Pearson,0.0015,Low
Website_www.dollargeneral.com,Pearson,0.0015,Low
Website_https://www.whirlpoolcorp.com,Pearson,0.0015,Low
CEO_David L. Finkelstein,Pearson,0.0015,Low
prev_rank_146.0,Pearson,0.0015,Low
Website_https://www.southerncompany.com,Pearson,0.0015,Low
CEO_Marc R. Bitzer,Pearson,0.0015,Low
company_Whirlpool,Pearson,0.0015,Low
city_Goodlettsville,Pearson,0.0015,Low
Ticker_SO,Pearson,0.0015,Low
prev_rank_91.0,Pearson,0.0015,Low
CEO_Thomas A. Fanning,Pearson,0.0015,Low
CEO_Steven J. Kean,Pearson,0.0015,Low
CEO_Christopher J. Swift,Pearson,0.0014,Low
Ticker_WM,Pearson,0.0014,Low
prev_rank_158.0,Pearson,0.0014,Low
CEO_Michael D. Hsu,Pearson,0.0014,Low
Website_https://www.kimberly-clark.com,Pearson,0.0014,Low
Ticker_HIG,Pearson,0.0014,Low
city_Hartford,Pearson,0.0014,Low
Ticker_KMB,Pearson,0.0014,Low
company_Waste Management,Pearson,0.0014,Low
Website_https://www.thehartford.com,Pearson,0.0014,Low
Ticker_LH,Pearson,0.0014,Low
CEO_Adam H. Schechter,Pearson,0.0014,Low
company_Kimberly-Clark,Pearson,0.0014,Low
CEO_James C. Fish Jr.,Pearson,0.0014,Low
Website_https://www.wm.com,Pearson,0.0014,Low
company_Hartford Financial Services Group,Pearson,0.0014,Low
prev_rank_142.0,Pearson,0.0014,Low
prev_rank_218.0,Pearson,0.0014,Low
prev_rank_202.0,Pearson,0.0014,Low
Website_https://www.labcorp.com,Pearson,0.0014,Low
company_Laboratory Corp. of America,Pearson,0.0014,Low
Website_https://www.franklinresources.com,Pearson,0.0013,Low
company_Franklin Resources,Pearson,0.0013,Low
company_CBRE Group,Pearson,0.0013,Low
CEO_Gregory W. Becker,Pearson,0.0013,Low
city_San Mateo,Pearson,0.0013,Low
CEO_Robert E. Sulentic,Pearson,0.0013,Low
prev_rank_122.0,Pearson,0.0013,Low
Website_https://www.svb.com,Pearson,0.0013,Low
CEO_Jennifer M. Johnson,Pearson,0.0013,Low
Ticker_CBRE,Pearson,0.0013,Low
company_SVB Financial Group,Pearson,0.0013,Low
Website_https://www.cbre.com,Pearson,0.0013,Low
Ticker_BEN,Pearson,0.0013,Low
Ticker_SIVB,Pearson,0.0013,Low
prev_rank_484.0,Pearson,0.0013,Low
company_Apollo Global Management,Pearson,0.0012,Low
company_L3Harris Technologies,Pearson,0.0012,Low
Website_https://www.vrtx.com,Pearson,0.0012,Low
company_Paccar,Pearson,0.0012,Low
CEO_Christopher E. Kubasik,Pearson,0.0012,Low
Ticker_GIS,Pearson,0.0012,Low
Ticker_APO,Pearson,0.0012,Low
Ticker_VRTX,Pearson,0.0012,Low
company_General Mills,Pearson,0.0012,Low
prev_rank_448.0,Pearson,0.0012,Low
prev_rank_163.0,Pearson,0.0012,Low
CEO_Marc Rowan,Pearson,0.0012,Low
prev_rank_169.0,Pearson,0.0012,Low
CEO_Jeffrey L. Harmening,Pearson,0.0012,Low
Website_https://www.paccar.com,Pearson,0.0012,Low
Ticker_LHX,Pearson,0.0012,Low
CEO_Reshma Kewalramani,Pearson,0.0012,Low
Website_https://www.generalmills.com,Pearson,0.0012,Low
Website_https://www.l3harris.com,Pearson,0.0012,Low
company_Vertex Pharmaceuticals,Pearson,0.0012,Low
CEO_R. Preston Feight,Pearson,0.0012,Low
Ticker_PCAR,Pearson,0.0012,Low
city_Bellevue,Pearson,0.0012,Low
Website_https://www.apollo.com,Pearson,0.0012,Low
prev_rank_159.0,Pearson,0.0012,Low
city_Melbourne,Pearson,0.0012,Low
CEO_Stephen MacMillan,Pearson,0.0011,Low
CEO_S. L. Karsanbhai,Pearson,0.0011,Low
CEO_Bruce W. Van Saun,Pearson,0.0011,Low
Website_https://www.emerson.com,Pearson,0.0011,Low
company_Occidental Petroleum,Pearson,0.0011,Low
company_Sherwin-Williams,Pearson,0.0011,Low
city_Buffalo,Pearson,0.0011,Low
company_Emerson Electric,Pearson,0.0011,Low
Ticker_EMR,Pearson,0.0011,Low
Website_https://www.citizensbank.com,Pearson,0.0011,Low
CEO_John G. Morikis,Pearson,0.0011,Low
Website_https://www.oxy.com,Pearson,0.0011,Low
Ticker_CFG,Pearson,0.0011,Low
CEO_Vicki A. Hollub,Pearson,0.0011,Low
company_Citizens Financial Group,Pearson,0.0011,Low
prev_rank_381.0,Pearson,0.0011,Low
CEO_René F. Jones,Pearson,0.0011,Low
Ticker_OXY,Pearson,0.0011,Low
Website_https://www.sherwin-williams.com,Pearson,0.0011,Low
company_Hologic,Pearson,0.0011,Low
Ticker_SHW,Pearson,0.0011,Low
Ticker_HOLX,Pearson,0.0011,Low
prev_rank_183.0,Pearson,0.0011,Low
prev_rank_181.0,Pearson,0.0011,Low
prev_rank_162.0,Pearson,0.0011,Low
Website_https://www.mtb.com,Pearson,0.0011,Low
Website_https://www.hologic.com,Pearson,0.0011,Low
Ticker_MTB,Pearson,0.0011,Low
company_M&T Bank,Pearson,0.0011,Low
Website_https://www.celanese.com,Pearson,0.001,Low
prev_rank_477.0,Pearson,0.001,Low
CEO_Lori J. Ryerkerk,Pearson,0.001,Low
company_Celanese,Pearson,0.001,Low
Ticker_CE,Pearson,0.001,Low
CEO_Wendell P. Weeks,Pearson,0.0009,Low
company_Corning,Pearson,0.0009,Low
city_Corning,Pearson,0.0009,Low
Ticker_GLW,Pearson,0.0009,Low
Website_https://www.corning.com,Pearson,0.0009,Low
prev_rank_277.0,Pearson,0.0009,Low
company_Simon Property Group,Pearson,0.0008,Low
Ticker_SPG,Pearson,0.0008,Low
CEO_David E. Simon,Pearson,0.0008,Low
Website_https://www.simon.com,Pearson,0.0008,Low
CEO_Joseph D. Russell Jr.,Pearson,0.0007,Low
Ticker_PSA,Pearson,0.0007,Low
Ticker_PHM,Pearson,0.0007,Low
company_Public Storage,Pearson,0.0007,Low
company_PulteGroup,Pearson,0.0007,Low
Website_https://www.pultegroupinc.com,Pearson,0.0007,Low
prev_rank_284.0,Pearson,0.0007,Low
Website_https://www.publicstorage.com,Pearson,0.0007,Low
CEO_Ryan R. Marshall,Pearson,0.0007,Low
Ticker_MCO,Pearson,0.0006,Low
CEO_Robert S. Fauber,Pearson,0.0006,Low
Website_https://www.moodys.com,Pearson,0.0006,Low
company_Moody's,Pearson,0.0006,Low
prev_rank_359.0,Pearson,0.0005,Low
Ticker_NRG,Pearson,0.0005,Low
company_Constellation Brands,Pearson,0.0005,Low
Ticker_DIS,Pearson,0.0005,Low
CEO_James E. Davis,Pearson,0.0005,Low
Ticker_TPG,Pearson,0.0005,Low
company_Stryker,Pearson,0.0005,Low
Website_https://www.questdiagnostics.com,Pearson,0.0005,Low
Website_https://www.diamondbackenergy.com,Pearson,0.0005,Low
CEO_Carl H. Lindner lll/S. Craig Lindner,Pearson,0.0005,Low
prev_rank_324.0,Pearson,0.0005,Low
prev_rank_333.0,Pearson,0.0005,Low
company_American Financial Group,Pearson,0.0005,Low
city_Secaucus,Pearson,0.0005,Low
Ticker_DGX,Pearson,0.0005,Low
CEO_Travis D. Stice,Pearson,0.0005,Low
company_NRG Energy,Pearson,0.0005,Low
CEO_Mauricio Gutierrez,Pearson,0.0005,Low
company_Diamondback Energy,Pearson,0.0005,Low
Website_https://www.stryker.com,Pearson,0.0005,Low
prev_rank_212.0,Pearson,0.0005,Low
company_TPG,Pearson,0.0005,Low
city_Burbank,Pearson,0.0005,Low
Website_https://www.nrg.com,Pearson,0.0005,Low
prev_rank_376.0,Pearson,0.0005,Low
Ticker_SYK,Pearson,0.0005,Low
Ticker_FANG,Pearson,0.0005,Low
prev_rank_50.0,Pearson,0.0005,Low
company_Quest Diagnostics,Pearson,0.0005,Low
CEO_William A. Newlands,Pearson,0.0005,Low
Website_https://www.afginc.com,Pearson,0.0005,Low
CEO_Kevin A. Lobo,Pearson,0.0005,Low
Website_https://www.tpg.com,Pearson,0.0005,Low
Website_www.thewaltdisneycompany.com,Pearson,0.0005,Low
CEO_Robert A. Chapek,Pearson,0.0005,Low
city_Victor,Pearson,0.0005,Low
CEO_Jon Winkelried,Pearson,0.0005,Low
Website_https://www.cbrands.com,Pearson,0.0005,Low
Ticker_STZ,Pearson,0.0005,Low
city_Kalamazoo,Pearson,0.0005,Low
company_Walt Disney,Pearson,0.0005,Low
Ticker_AFG,Pearson,0.0005,Low
company_O'Reilly Automotive,Pearson,0.0004,Low
Ticker_AZO,Pearson,0.0004,Low
Website_https://www.oreillyauto.com,Pearson,0.0004,Low
prev_rank_238.0,Pearson,0.0004,Low
prev_rank_188.0,Pearson,0.0004,Low
Ticker_WLK,Pearson,0.0004,Low
company_Westlake,Pearson,0.0004,Low
Ticker_CL,Pearson,0.0004,Low
CEO_Gregory D. Johnson,Pearson,0.0004,Low
Website_https://www.westlake.com,Pearson,0.0004,Low
prev_rank_268.0,Pearson,0.0004,Low
CEO_Albert Yuan Chao,Pearson,0.0004,Low
Website_https://www.colgatepalmolive.com,Pearson,0.0004,Low
company_Colgate-Palmolive,Pearson,0.0004,Low
CEO_Noel R. Wallace,Pearson,0.0004,Low
CEO_William C. Rhodes III,Pearson,0.0004,Low
Ticker_ORLY,Pearson,0.0004,Low
company_AutoZone,Pearson,0.0004,Low
prev_rank_388.0,Pearson,0.0004,Low
Website_https://www.autozone.com,Pearson,0.0004,Low
prev_rank_431.0,Pearson,0.0003,Low
Website_https://www.keurigdrpepper.com,Pearson,0.0003,Low
Ticker_KDP,Pearson,0.0003,Low
CEO_Kristin Peck,Pearson,0.0003,Low
Website_https://www.lumen.com,Pearson,0.0003,Low
prev_rank_139.0,Pearson,0.0003,Low
CEO_Lachlan K. Murdoch,Pearson,0.0003,Low
company_Zoetis,Pearson,0.0003,Low
Ticker_FOXA,Pearson,0.0003,Low
company_Lumen Technologies,Pearson,0.0003,Low
Website_https://www.zoetis.com,Pearson,0.0003,Low
city_Monroe,Pearson,0.0003,Low
Website_https://www.foxcorporation.com,Pearson,0.0003,Low
company_Fox,Pearson,0.0003,Low
Ticker_ZTS,Pearson,0.0003,Low
prev_rank_267.0,Pearson,0.0003,Low
city_Westlake,Pearson,0.0003,Low
prev_rank_247.0,Pearson,0.0003,Low
Ticker_LUMN,Pearson,0.0003,Low
CEO_Jeffrey K. Storey,Pearson,0.0003,Low
company_Keurig Dr Pepper,Pearson,0.0003,Low
CEO_Ozan Dokmecioglu,Pearson,0.0003,Low
Ticker_CTSH,Pearson,0.0002,Low
Ticker_VOYA,Pearson,0.0002,Low
prev_rank_185.0,Pearson,0.0002,Low
CEO_Rodney O. Martin Jr.,Pearson,0.0002,Low
CEO_Brian Humphries,Pearson,0.0002,Low
city_Teaneck,Pearson,0.0002,Low
company_Cummins,Pearson,0.0002,Low
Ticker_CMI,Pearson,0.0002,Low
company_Voya Financial,Pearson,0.0002,Low
prev_rank_150.0,Pearson,0.0002,Low
company_Cognizant Technology Solutions,Pearson,0.0002,Low
CEO_Jennifer Rumsey,Pearson,0.0002,Low
Website_https://www.cognizant.com,Pearson,0.0002,Low
Website_https://www.voya.com,Pearson,0.0002,Low
Website_https://www.cummins.com,Pearson,0.0002,Low
city_Milpitas,Pearson,0.0001,Low
company_Intuit,Pearson,0.0001,Low
CEO_Richard P. Wallace,Pearson,0.0001,Low
Ticker_PXD,Pearson,0.0001,Low
Website_https://www.pxd.com,Pearson,0.0001,Low
Ticker_INTU,Pearson,0.0001,Low
prev_rank_468.0,Pearson,0.0001,Low
company_Pioneer Natural Resources,Pearson,0.0001,Low
